Date,btc,oil,ethereum,euro,gold,tether,dow,sp,nasdaq,tenyear,btc_ytd,btc_change_ytd,oil_ytd,oil_change_ytd,ethereum_ytd,ethereum_change_ytd,euro_ytd,euro_change_ytd,gold_ytd,gold_change_ytd,tether_ytd,tether_change_ytd,dow_ytd,dow_change_ytd,sp_ytd,sp_change_ytd,nasdaq_ytd,nasdaq_change_ytd,tenyear_ytd,tenyear_change_ytd,btc_tmr,btc_change_tmr,oil_tmr,oil_change_tmr,ethereum_tmr,ethereum_change_tmr,euro_tmr,euro_change_tmr,gold_tmr,gold_change_tmr,tether_tmr,tether_change_tmr,dow_tmr,dow_change_tmr,sp_tmr,sp_change_tmr,nasdaq_tmr,nasdaq_change_tmr,tenyear_tmr,tenyear_change_tmr
2016-12-22,864.5399780273438,52.95000076293945,,1.0428615808486938,1128.800048828125,,19918.880859375,2260.9599609375,5447.419921875,2.552999973297119,834.281005859375,1,52.4900016784668,1,,0,1.039047360420227,1,1131.0999755859375,0,,0,19941.9609375,0,2265.179931640625,0,5471.43017578125,0,2.5460000038146973,1,921.9840087890625,1,53.02000045776367,1,,0,1.0437650680541992,1,1131.9000244140625,1,,0,19933.810546875,1,2263.7900390625,1,5462.68994140625,1,2.5429999828338623,0
2016-12-23,921.9840087890625,53.02000045776367,,1.0437650680541992,1131.9000244140625,,19933.810546875,2263.7900390625,5462.68994140625,2.5429999828338623,864.5399780273438,1,52.95000076293945,1,,0,1.0428615808486938,1,1128.800048828125,1,,0,19918.880859375,1,2260.9599609375,1,5447.419921875,1,2.552999973297119,0,898.822021484375,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2016-12-24,898.822021484375,,,,,,,,,,921.9840087890625,0,53.02000045776367,0,,0,1.0437650680541992,0,1131.9000244140625,0,,0,19933.810546875,0,2263.7900390625,0,5462.68994140625,0,2.5429999828338623,0,896.1829833984375,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2016-12-25,896.1829833984375,,,,,,,,,,898.822021484375,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,907.6099853515625,1,,0,,0,1.045478343963623,0,,0,,0,,0,,0,,0,,0
2016-12-26,907.6099853515625,,,1.045478343963623,,,,,,,896.1829833984375,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,933.197998046875,1,53.900001525878906,0,,0,1.0456969738006592,1,1137.300048828125,0,,0,19945.0390625,0,2268.8798828125,0,5487.43994140625,0,2.562999963760376,0
2016-12-27,933.197998046875,53.900001525878906,,1.0456969738006592,1137.300048828125,,19945.0390625,2268.8798828125,5487.43994140625,2.562999963760376,907.6099853515625,1,,0,,0,1.045478343963623,1,,0,,0,,0,,0,,0,,0,975.9210205078125,1,54.060001373291016,1,,0,1.046233057975769,1,1139.4000244140625,1,,0,19833.6796875,0,2249.919921875,0,5438.56005859375,0,2.50600004196167,0
2016-12-28,975.9210205078125,54.060001373291016,,1.046233057975769,1139.4000244140625,,19833.6796875,2249.919921875,5438.56005859375,2.50600004196167,933.197998046875,1,53.900001525878906,1,,0,1.0456969738006592,1,1137.300048828125,1,,0,19945.0390625,0,2268.8798828125,0,5487.43994140625,0,2.562999963760376,0,973.4970092773438,0,53.77000045776367,0,,0,1.0416991710662842,0,1156.4000244140625,1,,0,19819.779296875,0,2249.260009765625,0,5432.08984375,0,2.4769999980926514,0
2016-12-29,973.4970092773438,53.77000045776367,,1.0416991710662842,1156.4000244140625,,19819.779296875,2249.260009765625,5432.08984375,2.4769999980926514,975.9210205078125,0,54.060001373291016,0,,0,1.046233057975769,0,1139.4000244140625,1,,0,19833.6796875,0,2249.919921875,0,5438.56005859375,0,2.50600004196167,0,961.2379760742188,0,53.720001220703125,0,,0,1.0575296878814697,1,1150.0,0,,0,19762.599609375,0,2238.830078125,0,5383.1201171875,0,2.446000099182129,0
2016-12-30,961.2379760742188,53.720001220703125,,1.0575296878814697,1150.0,,19762.599609375,2238.830078125,5383.1201171875,2.446000099182129,973.4970092773438,0,53.77000045776367,0,,0,1.0416991710662842,1,1156.4000244140625,0,,0,19819.779296875,0,2249.260009765625,0,5432.08984375,0,2.4769999980926514,0,963.7429809570312,1,,0,,0,,0,,0,,0,,0,,0,,0,,0
2016-12-31,963.7429809570312,,,,,,,,,,961.2379760742188,1,53.720001220703125,0,,0,1.0575296878814697,0,1150.0,0,,0,19762.599609375,0,2238.830078125,0,5383.1201171875,0,2.446000099182129,0,998.3250122070312,1,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-01-01,998.3250122070312,,,,,,,,,,963.7429809570312,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,1021.75,1,,0,,0,1.052698016166687,0,,0,,0,,0,,0,,0,,0
2017-01-02,1021.75,,,1.052698016166687,,,,,,,998.3250122070312,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,1043.8399658203125,1,52.33000183105469,0,,0,1.0460032224655151,0,1160.4000244140625,0,,0,19881.759765625,0,2257.830078125,0,5429.080078125,0,2.450000047683716,0
2017-01-03,1043.8399658203125,52.33000183105469,,1.0460032224655151,1160.4000244140625,,19881.759765625,2257.830078125,5429.080078125,2.450000047683716,1021.75,1,,0,,0,1.052698016166687,0,,0,,0,,0,,0,,0,,0,1154.72998046875,1,53.2599983215332,1,,0,1.0419923067092896,0,1163.800048828125,1,,0,19942.16015625,1,2270.75,1,5477.0,1,2.4519999027252197,1
2017-01-04,1154.72998046875,53.2599983215332,,1.0419923067092896,1163.800048828125,,19942.16015625,2270.75,5477.0,2.4519999027252197,1043.8399658203125,1,52.33000183105469,1,,0,1.0460032224655151,0,1160.4000244140625,1,,0,19881.759765625,1,2257.830078125,1,5429.080078125,1,2.450000047683716,1,1013.3800048828125,0,53.7599983215332,1,,0,1.0500892400741577,1,1179.699951171875,1,,0,19899.2890625,0,2269.0,0,5487.93994140625,1,2.368000030517578,0
2017-01-05,1013.3800048828125,53.7599983215332,,1.0500892400741577,1179.699951171875,,19899.2890625,2269.0,5487.93994140625,2.368000030517578,1154.72998046875,0,53.2599983215332,1,,0,1.0419923067092896,1,1163.800048828125,1,,0,19942.16015625,0,2270.75,0,5477.0,1,2.4519999027252197,0,902.2009887695312,0,53.9900016784668,1,,0,1.0605915784835815,1,1171.9000244140625,0,,0,19963.80078125,1,2276.97998046875,1,5521.06005859375,1,2.4179999828338623,1
2017-01-06,902.2009887695312,53.9900016784668,,1.0605915784835815,1171.9000244140625,,19963.80078125,2276.97998046875,5521.06005859375,2.4179999828338623,1013.3800048828125,0,53.7599983215332,1,,0,1.0500892400741577,1,1179.699951171875,0,,0,19899.2890625,1,2269.0,1,5487.93994140625,1,2.368000030517578,1,908.5850219726562,1,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-01-07,908.5850219726562,,,,,,,,,,902.2009887695312,1,53.9900016784668,0,,0,1.0605915784835815,0,1171.9000244140625,0,,0,19963.80078125,0,2276.97998046875,0,5521.06005859375,0,2.4179999828338623,0,911.198974609375,1,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-01-08,911.198974609375,,,,,,,,,,908.5850219726562,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,902.8280029296875,0,51.959999084472656,0,,0,1.0531858205795288,0,1183.5,0,,0,19887.380859375,0,2268.89990234375,0,5531.81982421875,0,2.375999927520752,0
2017-01-09,902.8280029296875,51.959999084472656,,1.0531858205795288,1183.5,,19887.380859375,2268.89990234375,5531.81982421875,2.375999927520752,911.198974609375,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,907.6790161132812,1,50.81999969482422,0,,0,1.0588620901107788,1,1184.199951171875,1,,0,19855.529296875,0,2268.89990234375,0,5551.81982421875,1,2.378999948501587,1
2017-01-10,907.6790161132812,50.81999969482422,,1.0588620901107788,1184.199951171875,,19855.529296875,2268.89990234375,5551.81982421875,2.378999948501587,902.8280029296875,1,51.959999084472656,0,,0,1.0531858205795288,1,1183.5,1,,0,19887.380859375,0,2268.89990234375,0,5531.81982421875,1,2.375999927520752,1,777.7570190429688,0,52.25,1,,0,1.0552419424057007,0,1195.5999755859375,1,,0,19954.279296875,1,2275.320068359375,1,5563.64990234375,1,2.369999885559082,0
2017-01-11,777.7570190429688,52.25,,1.0552419424057007,1195.5999755859375,,19954.279296875,2275.320068359375,5563.64990234375,2.369999885559082,907.6790161132812,0,50.81999969482422,1,,0,1.0588620901107788,0,1184.199951171875,1,,0,19855.529296875,1,2268.89990234375,1,5551.81982421875,1,2.378999948501587,0,804.833984375,1,53.0099983215332,1,,0,1.0597710609436035,1,1198.9000244140625,1,,0,19891.0,0,2270.43994140625,0,5547.490234375,0,2.3610000610351562,0
2017-01-12,804.833984375,53.0099983215332,,1.0597710609436035,1198.9000244140625,,19891.0,2270.43994140625,5547.490234375,2.3610000610351562,777.7570190429688,1,52.25,1,,0,1.0552419424057007,1,1195.5999755859375,1,,0,19954.279296875,0,2275.320068359375,0,5563.64990234375,0,2.369999885559082,0,823.9840087890625,1,52.369998931884766,0,,0,1.0616837739944458,1,1195.300048828125,0,,0,19885.73046875,0,2274.639892578125,1,5574.1201171875,1,2.380000114440918,1
2017-01-13,823.9840087890625,52.369998931884766,,1.0616837739944458,1195.300048828125,,19885.73046875,2274.639892578125,5574.1201171875,2.380000114440918,804.833984375,1,53.0099983215332,0,,0,1.0597710609436035,1,1198.9000244140625,0,,0,19891.0,0,2270.43994140625,1,5547.490234375,1,2.3610000610351562,1,818.4119873046875,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-01-14,818.4119873046875,,,,,,,,,,823.9840087890625,0,52.369998931884766,0,,0,1.0616837739944458,0,1195.300048828125,0,,0,19885.73046875,0,2274.639892578125,0,5574.1201171875,0,2.380000114440918,0,821.7979736328125,1,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-01-15,821.7979736328125,,,,,,,,,,818.4119873046875,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,831.5339965820312,1,,0,,0,1.0628687143325806,0,,0,,0,,0,,0,,0,,0
2017-01-16,831.5339965820312,,,1.0628687143325806,,,,,,,821.7979736328125,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,907.93798828125,1,52.47999954223633,0,,0,1.0602991580963135,0,1212.0,0,,0,19826.76953125,0,2267.889892578125,0,5538.72998046875,0,2.3269999027252197,0
2017-01-17,907.93798828125,52.47999954223633,,1.0602991580963135,1212.0,,19826.76953125,2267.889892578125,5538.72998046875,2.3269999027252197,831.5339965820312,1,,0,,0,1.0628687143325806,0,,0,,0,,0,,0,,0,,0,886.6179809570312,0,51.08000183105469,0,,0,1.0696789026260376,1,1211.300048828125,0,,0,19804.720703125,0,2271.889892578125,1,5555.64990234375,1,2.3889999389648438,1
2017-01-18,886.6179809570312,51.08000183105469,,1.0696789026260376,1211.300048828125,,19804.720703125,2271.889892578125,5555.64990234375,2.3889999389648438,907.93798828125,0,52.47999954223633,0,,0,1.0602991580963135,1,1212.0,0,,0,19826.76953125,0,2267.889892578125,1,5538.72998046875,1,2.3269999027252197,1,899.072998046875,1,51.369998931884766,1,,0,1.062778353691101,0,1200.9000244140625,0,,0,19732.400390625,0,2263.68994140625,0,5540.080078125,0,2.4590001106262207,1
2017-01-19,899.072998046875,51.369998931884766,,1.062778353691101,1200.9000244140625,,19732.400390625,2263.68994140625,5540.080078125,2.4590001106262207,886.6179809570312,1,51.08000183105469,1,,0,1.0696789026260376,0,1211.300048828125,0,,0,19804.720703125,0,2271.889892578125,0,5555.64990234375,0,2.3889999389648438,1,895.0260009765625,0,52.41999816894531,1,,0,1.0659730434417725,1,1204.300048828125,1,,0,19827.25,1,2271.31005859375,1,5555.330078125,1,2.4670000076293945,1
2017-01-20,895.0260009765625,52.41999816894531,,1.0659730434417725,1204.300048828125,,19827.25,2271.31005859375,5555.330078125,2.4670000076293945,899.072998046875,0,51.369998931884766,1,,0,1.062778353691101,1,1200.9000244140625,1,,0,19732.400390625,1,2263.68994140625,1,5540.080078125,1,2.4590001106262207,1,921.7890014648438,1,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-01-21,921.7890014648438,,,,,,,,,,895.0260009765625,1,52.41999816894531,0,,0,1.0659730434417725,0,1204.300048828125,0,,0,19827.25,0,2271.31005859375,0,5555.330078125,0,2.4670000076293945,0,924.6729736328125,1,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-01-22,924.6729736328125,,,,,,,,,,921.7890014648438,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,921.0120239257812,0,52.75,0,,0,1.0713750123977661,0,1215.0,0,,0,19799.849609375,0,2265.199951171875,0,5552.93994140625,0,2.4030001163482666,0
2017-01-23,921.0120239257812,52.75,,1.0713750123977661,1215.0,,19799.849609375,2265.199951171875,5552.93994140625,2.4030001163482666,924.6729736328125,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,892.68701171875,0,53.18000030517578,1,,0,1.0760787725448608,1,1210.300048828125,0,,0,19912.7109375,1,2280.070068359375,1,5600.9599609375,1,2.4709999561309814,1
2017-01-24,892.68701171875,53.18000030517578,,1.0760787725448608,1210.300048828125,,19912.7109375,2280.070068359375,5600.9599609375,2.4709999561309814,921.0120239257812,0,52.75,1,,0,1.0713750123977661,1,1215.0,0,,0,19799.849609375,1,2265.199951171875,1,5552.93994140625,1,2.4030001163482666,1,901.5419921875,1,52.75,0,,0,1.0728693008422852,0,1197.300048828125,0,,0,20068.509765625,1,2298.3701171875,1,5656.33984375,1,2.5230000019073486,1
2017-01-25,901.5419921875,52.75,,1.0728693008422852,1197.300048828125,,20068.509765625,2298.3701171875,5656.33984375,2.5230000019073486,892.68701171875,1,53.18000030517578,0,,0,1.0760787725448608,0,1210.300048828125,0,,0,19912.7109375,1,2280.070068359375,1,5600.9599609375,1,2.4709999561309814,1,917.5859985351562,1,53.779998779296875,1,,0,1.0751993656158447,1,1189.5,0,,0,20100.91015625,1,2296.679931640625,0,5655.18017578125,0,2.507999897003174,0
2017-01-26,917.5859985351562,53.779998779296875,,1.0751993656158447,1189.5,,20100.91015625,2296.679931640625,5655.18017578125,2.507999897003174,901.5419921875,1,52.75,1,,0,1.0728693008422852,1,1197.300048828125,0,,0,20068.509765625,1,2298.3701171875,0,5656.33984375,0,2.5230000019073486,0,919.75,1,53.16999816894531,0,,0,1.068296194076538,0,1188.0999755859375,0,,0,20093.779296875,0,2294.68994140625,0,5660.77978515625,1,2.4809999465942383,0
2017-01-27,919.75,53.16999816894531,,1.068296194076538,1188.0999755859375,,20093.779296875,2294.68994140625,5660.77978515625,2.4809999465942383,917.5859985351562,1,53.779998779296875,0,,0,1.0751993656158447,0,1189.5,0,,0,20100.91015625,0,2296.679931640625,0,5655.18017578125,1,2.507999897003174,0,921.5900268554688,1,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-01-28,921.5900268554688,,,,,,,,,,919.75,1,53.16999816894531,0,,0,1.068296194076538,0,1188.0999755859375,0,,0,20093.779296875,0,2294.68994140625,0,5660.77978515625,0,2.4809999465942383,0,919.4959716796875,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-01-29,919.4959716796875,,,,,,,,,,921.5900268554688,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,920.3820190429688,1,52.630001068115234,0,,0,1.0713980197906494,0,1193.199951171875,0,,0,19971.130859375,0,2280.89990234375,0,5613.7099609375,0,2.4830000400543213,0
2017-01-30,920.3820190429688,52.630001068115234,,1.0713980197906494,1193.199951171875,,19971.130859375,2280.89990234375,5613.7099609375,2.4830000400543213,919.4959716796875,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,970.4030151367188,1,52.810001373291016,1,,0,1.0708587169647217,0,1208.5999755859375,1,,0,19864.08984375,0,2278.8701171875,0,5614.7900390625,1,2.4509999752044678,0
2017-01-31,970.4030151367188,52.810001373291016,,1.0708587169647217,1208.5999755859375,,19864.08984375,2278.8701171875,5614.7900390625,2.4509999752044678,920.3820190429688,1,52.630001068115234,1,,0,1.0713980197906494,0,1193.199951171875,1,,0,19971.130859375,0,2280.89990234375,0,5613.7099609375,1,2.4830000400543213,0,989.0230102539062,1,53.880001068115234,1,,0,1.0803803205490112,1,1205.5999755859375,0,,0,19890.939453125,1,2279.550048828125,1,5642.64990234375,1,2.4739999771118164,1
2017-02-01,989.0230102539062,53.880001068115234,,1.0803803205490112,1205.5999755859375,,19890.939453125,2279.550048828125,5642.64990234375,2.4739999771118164,970.4030151367188,1,52.810001373291016,1,,0,1.0708587169647217,1,1208.5999755859375,0,,0,19864.08984375,1,2278.8701171875,1,5614.7900390625,1,2.4509999752044678,1,1011.7999877929688,1,53.540000915527344,0,,0,1.0767391920089722,0,1216.699951171875,1,,0,19884.91015625,0,2280.85009765625,1,5636.2001953125,0,2.4700000286102295,0
2017-02-02,1011.7999877929688,53.540000915527344,,1.0767391920089722,1216.699951171875,,19884.91015625,2280.85009765625,5636.2001953125,2.4700000286102295,989.0230102539062,1,53.880001068115234,0,,0,1.0803803205490112,0,1205.5999755859375,1,,0,19890.939453125,0,2279.550048828125,1,5642.64990234375,0,2.4739999771118164,0,1029.9100341796875,1,53.83000183105469,1,,0,1.0761713981628418,0,1218.5,1,,0,20071.4609375,1,2297.419921875,1,5666.77001953125,1,2.490999937057495,1
2017-02-03,1029.9100341796875,53.83000183105469,,1.0761713981628418,1218.5,,20071.4609375,2297.419921875,5666.77001953125,2.490999937057495,1011.7999877929688,1,53.540000915527344,1,,0,1.0767391920089722,0,1216.699951171875,1,,0,19884.91015625,1,2280.85009765625,1,5636.2001953125,1,2.4700000286102295,1,1042.9000244140625,1,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-02-04,1042.9000244140625,,,,,,,,,,1029.9100341796875,1,53.83000183105469,0,,0,1.0761713981628418,0,1218.5,0,,0,20071.4609375,0,2297.419921875,0,5666.77001953125,0,2.490999937057495,0,1027.3399658203125,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-02-05,1027.3399658203125,,,,,,,,,,1042.9000244140625,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1038.1500244140625,1,53.0099983215332,0,,0,1.0782949924468994,0,1230.0,0,,0,20052.419921875,0,2292.56005859375,0,5663.5498046875,0,2.4130001068115234,0
2017-02-06,1038.1500244140625,53.0099983215332,,1.0782949924468994,1230.0,,20052.419921875,2292.56005859375,5663.5498046875,2.4130001068115234,1027.3399658203125,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,1061.3499755859375,1,52.16999816894531,0,,0,1.0743216276168823,0,1234.199951171875,1,,0,20090.2890625,1,2293.080078125,1,5674.22021484375,1,2.3889999389648438,0
2017-02-07,1061.3499755859375,52.16999816894531,,1.0743216276168823,1234.199951171875,,20090.2890625,2293.080078125,5674.22021484375,2.3889999389648438,1038.1500244140625,1,53.0099983215332,0,,0,1.0782949924468994,0,1230.0,1,,0,20052.419921875,1,2292.56005859375,1,5663.5498046875,1,2.4130001068115234,0,1063.0699462890625,1,52.34000015258789,1,,0,1.0678056478500366,0,1237.5999755859375,1,,0,20054.33984375,0,2294.669921875,1,5682.4501953125,1,2.3510000705718994,0
2017-02-08,1063.0699462890625,52.34000015258789,,1.0678056478500366,1237.5999755859375,,20054.33984375,2294.669921875,5682.4501953125,2.3510000705718994,1061.3499755859375,1,52.16999816894531,1,,0,1.0743216276168823,0,1234.199951171875,1,,0,20090.2890625,0,2293.080078125,1,5674.22021484375,1,2.3889999389648438,0,994.3829956054688,0,53.0,1,,0,1.0692213773727417,1,1235.0999755859375,0,,0,20172.400390625,1,2307.8701171875,1,5715.18017578125,1,2.3949999809265137,1
2017-02-09,994.3829956054688,53.0,,1.0692213773727417,1235.0999755859375,,20172.400390625,2307.8701171875,5715.18017578125,2.3949999809265137,1063.0699462890625,0,52.34000015258789,1,,0,1.0678056478500366,1,1237.5999755859375,0,,0,20054.33984375,1,2294.669921875,1,5682.4501953125,1,2.3510000705718994,1,988.6740112304688,0,53.86000061035156,1,,0,1.0658594369888306,0,1234.4000244140625,0,,0,20269.369140625,1,2316.10009765625,1,5734.1298828125,1,2.4089999198913574,1
2017-02-10,988.6740112304688,53.86000061035156,,1.0658594369888306,1234.4000244140625,,20269.369140625,2316.10009765625,5734.1298828125,2.4089999198913574,994.3829956054688,0,53.0,1,,0,1.0692213773727417,0,1235.0999755859375,0,,0,20172.400390625,1,2307.8701171875,1,5715.18017578125,1,2.3949999809265137,1,1004.4500122070312,1,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-02-11,1004.4500122070312,,,,,,,,,,988.6740112304688,1,53.86000061035156,0,,0,1.0658594369888306,0,1234.4000244140625,0,,0,20269.369140625,0,2316.10009765625,0,5734.1298828125,0,2.4089999198913574,0,999.1810302734375,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-02-12,999.1810302734375,,,,,,,,,,1004.4500122070312,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,990.6420288085938,0,52.93000030517578,0,,0,1.061954379081726,0,1224.4000244140625,0,,0,20412.16015625,0,2328.25,0,5763.9599609375,0,2.434000015258789,0
2017-02-13,990.6420288085938,52.93000030517578,,1.061954379081726,1224.4000244140625,,20412.16015625,2328.25,5763.9599609375,2.434000015258789,999.1810302734375,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1004.5499877929688,1,53.20000076293945,1,,0,1.059849739074707,0,1223.9000244140625,0,,0,20504.41015625,1,2337.580078125,1,5782.56982421875,1,2.4700000286102295,1
2017-02-14,1004.5499877929688,53.20000076293945,,1.059849739074707,1223.9000244140625,,20504.41015625,2337.580078125,5782.56982421875,2.4700000286102295,990.6420288085938,1,52.93000030517578,1,,0,1.061954379081726,0,1224.4000244140625,0,,0,20412.16015625,1,2328.25,1,5763.9599609375,1,2.434000015258789,1,1007.47998046875,1,53.11000061035156,0,,0,1.0578316450119019,0,1231.699951171875,1,,0,20611.859375,1,2349.25,1,5819.43994140625,1,2.502000093460083,1
2017-02-15,1007.47998046875,53.11000061035156,,1.0578316450119019,1231.699951171875,,20611.859375,2349.25,5819.43994140625,2.502000093460083,1004.5499877929688,1,53.20000076293945,0,,0,1.059849739074707,0,1223.9000244140625,1,,0,20504.41015625,1,2337.580078125,1,5782.56982421875,1,2.4700000286102295,1,1027.43994140625,1,53.36000061035156,1,,0,1.0607378482818604,1,1240.0,1,,0,20619.76953125,1,2347.219970703125,0,5814.89990234375,0,2.450000047683716,0
2017-02-16,1027.43994140625,53.36000061035156,,1.0607378482818604,1240.0,,20619.76953125,2347.219970703125,5814.89990234375,2.450000047683716,1007.47998046875,1,53.11000061035156,1,,0,1.0578316450119019,1,1231.699951171875,1,,0,20611.859375,1,2349.25,0,5819.43994140625,0,2.502000093460083,0,1046.2099609375,1,53.400001525878906,1,,0,1.0672245025634766,1,1237.5999755859375,0,,0,20624.05078125,1,2351.159912109375,1,5838.580078125,1,2.424999952316284,0
2017-02-17,1046.2099609375,53.400001525878906,,1.0672245025634766,1237.5999755859375,,20624.05078125,2351.159912109375,5838.580078125,2.424999952316284,1027.43994140625,1,53.36000061035156,1,,0,1.0607378482818604,1,1240.0,0,,0,20619.76953125,1,2347.219970703125,1,5814.89990234375,1,2.450000047683716,0,1054.4200439453125,1,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-02-18,1054.4200439453125,,,,,,,,,,1046.2099609375,1,53.400001525878906,0,,0,1.0672245025634766,0,1237.5999755859375,0,,0,20624.05078125,0,2351.159912109375,0,5838.580078125,0,2.424999952316284,0,1047.8699951171875,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-02-19,1047.8699951171875,,,,,,,,,,1054.4200439453125,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1079.97998046875,1,,0,,0,1.062665343284607,0,,0,,0,,0,,0,,0,,0
2017-02-20,1079.97998046875,,,1.062665343284607,,,,,,,1047.8699951171875,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,1115.300048828125,1,54.060001373291016,0,,0,1.0609403848648071,0,1237.5,0,,0,20743.0,0,2365.3798828125,0,5865.9501953125,0,2.427000045776367,0
2017-02-21,1115.300048828125,54.060001373291016,,1.0609403848648071,1237.5,,20743.0,2365.3798828125,5865.9501953125,2.427000045776367,1079.97998046875,1,,0,,0,1.062665343284607,0,,0,,0,,0,,0,,0,,0,1117.43994140625,1,53.59000015258789,0,,0,1.0542073249816895,0,1232.0,0,,0,20775.599609375,1,2362.820068359375,0,5860.6298828125,0,2.4179999828338623,0
2017-02-22,1117.43994140625,53.59000015258789,,1.0542073249816895,1232.0,,20775.599609375,2362.820068359375,5860.6298828125,2.4179999828338623,1115.300048828125,1,54.060001373291016,0,,0,1.0609403848648071,0,1237.5,0,,0,20743.0,1,2365.3798828125,0,5865.9501953125,0,2.427000045776367,0,1166.719970703125,1,54.45000076293945,1,,0,1.0554089546203613,1,1250.199951171875,1,,0,20810.3203125,1,2363.81005859375,1,5835.509765625,0,2.388000011444092,0
2017-02-23,1166.719970703125,54.45000076293945,,1.0554089546203613,1250.199951171875,,20810.3203125,2363.81005859375,5835.509765625,2.388000011444092,1117.43994140625,1,53.59000015258789,1,,0,1.0542073249816895,1,1232.0,1,,0,20775.599609375,1,2362.820068359375,1,5860.6298828125,0,2.4179999828338623,0,1173.6800537109375,1,53.9900016784668,0,,0,1.0584474802017212,1,1256.9000244140625,1,,0,20821.759765625,1,2367.340087890625,1,5845.31005859375,1,2.316999912261963,0
2017-02-24,1173.6800537109375,53.9900016784668,,1.0584474802017212,1256.9000244140625,,20821.759765625,2367.340087890625,5845.31005859375,2.316999912261963,1166.719970703125,1,54.45000076293945,0,,0,1.0554089546203613,1,1250.199951171875,1,,0,20810.3203125,1,2363.81005859375,1,5835.509765625,1,2.388000011444092,0,1143.8399658203125,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-02-25,1143.8399658203125,,,,,,,,,,1173.6800537109375,0,53.9900016784668,0,,0,1.0584474802017212,0,1256.9000244140625,0,,0,20821.759765625,0,2367.340087890625,0,5845.31005859375,0,2.316999912261963,0,1165.199951171875,1,,0,,0,,0,,0,,0,,0,,0,,0,,0
2017-02-26,1165.199951171875,,,,,,,,,,1143.8399658203125,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,1179.969970703125,1,54.04999923706055,0,,0,1.055275321006775,0,1257.4000244140625,0,,0,20837.439453125,0,2369.75,0,5861.89990234375,0,2.36899995803833,0
2017-02-27,1179.969970703125,54.04999923706055,,1.055275321006775,1257.4000244140625,,20837.439453125,2369.75,5861.89990234375,2.36899995803833,1165.199951171875,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,1179.969970703125,0,54.0099983215332,0,,0,1.0584250688552856,1,1252.5999755859375,0,,0,20812.240234375,0,2363.639892578125,0,5825.43994140625,0,2.3580000400543213,0
2017-02-28,1179.969970703125,54.0099983215332,,1.0584250688552856,1252.5999755859375,,20812.240234375,2363.639892578125,5825.43994140625,2.3580000400543213,1179.969970703125,0,54.04999923706055,0,,0,1.055275321006775,1,1257.4000244140625,0,,0,20837.439453125,0,2369.75,0,5861.89990234375,0,2.36899995803833,0,1222.5,1,53.83000183105469,0,,0,1.0569148063659668,0,1248.9000244140625,0,,0,21115.55078125,1,2395.9599609375,1,5904.02978515625,1,2.4630000591278076,1
2017-03-01,1222.5,53.83000183105469,,1.0569148063659668,1248.9000244140625,,21115.55078125,2395.9599609375,5904.02978515625,2.4630000591278076,1179.969970703125,1,54.0099983215332,0,,0,1.0584250688552856,0,1252.5999755859375,0,,0,20812.240234375,1,2363.639892578125,1,5825.43994140625,1,2.3580000400543213,1,1251.010009765625,1,52.61000061035156,0,,0,1.0535852909088135,0,1231.9000244140625,0,,0,21002.970703125,0,2381.919921875,0,5861.22021484375,0,2.489000082015991,1
